,pilot,archetype,card,total,loc
20,"Pounds, Robert",Izzet Prowess,Spell Pierce,2,side
21,"Pounds, Robert",Izzet Prowess,Torch the Tower,2,side
22,"Pounds, Robert",Izzet Prowess,Abrade,2,side
23,"Pounds, Robert",Izzet Prowess,Ghost Vacuum,2,side
24,"Pounds, Robert",Izzet Prowess,Sunspine Lynx,2,side
25,"Pounds, Robert",Izzet Prowess,Witchstalker Frenzy,1,side
0,"Bierman, Braeden",Abzan Pixie,Hopeless Nightmare,4,main
1,"Bierman, Braeden",Abzan Pixie,Momentum Breaker,2,main
2,"Bierman, Braeden",Abzan Pixie,Caves of Koilos,4,main
3,"Bierman, Braeden",Abzan Pixie,Razorverge Thicket,4,main
4,"Bierman, Braeden",Abzan Pixie,Brushland,1,main
5,"Bierman, Braeden",Abzan Pixie,Concealed Courtyard,4,main
6,"Bierman, Braeden",Abzan Pixie,Blooming Marsh,4,main
7,"Bierman, Braeden",Abzan Pixie,Restless Cottage,2,main
8,"Bierman, Braeden",Abzan Pixie,Sunpearl Kirin,4,main
9,"Bierman, Braeden",Abzan Pixie,Llanowar Wastes,2,main
10,"Bierman, Braeden",Abzan Pixie,Nowhere to Run,4,main
11,"Bierman, Braeden",Abzan Pixie,Nurturing Pixie,4,main
12,"Bierman, Braeden",Abzan Pixie,Severance Priest,4,main
13,"Bierman, Braeden",Abzan Pixie,Skirmish Rhino,4,main
14,"Bierman, Braeden",Abzan Pixie,Yathan Roadwatcher,4,main
15,"Bierman, Braeden",Abzan Pixie,Overlord of the Balemurk,2,main
16,"Bierman, Braeden",Abzan Pixie,Plains,1,main
17,"Bierman, Braeden",Abzan Pixie,Forest,1,main
18,"Bierman, Braeden",Abzan Pixie,Swamp,1,main
19,"Bierman, Braeden",Abzan Pixie,Loran of the Third Path,2,main
20,"Bierman, Braeden",Abzan Pixie,Get Lost,1,main
21,"Bierman, Braeden",Abzan Pixie,Gix's Command,1,main
22,"Bierman, Braeden",Abzan Pixie,Duress,2,side
23,"Bierman, Braeden",Abzan Pixie,Dreams of Steel and Oil,3,side
24,"Bierman, Braeden",Abzan Pixie,Preacher of the Schism,4,side
25,"Bierman, Braeden",Abzan Pixie,Destroy Evil,2,side
26,"Bierman, Braeden",Abzan Pixie,Ghost Vacuum,1,side
27,"Bierman, Braeden",Abzan Pixie,Anoint with Affliction,3,side
0,JonahR,Izzet Prowess,Island,4,main
1,JonahR,Izzet Prowess,Mountain,4,main
2,JonahR,Izzet Prowess,Restless Spire,1,main
3,JonahR,Izzet Prowess,Spirebluff Canal,4,main
4,JonahR,Izzet Prowess,Riverpyre Verge,4,main
5,JonahR,Izzet Prowess,Shivan Reef,4,main
6,JonahR,Izzet Prowess,Monastery Swiftspear,4,main
7,JonahR,Izzet Prowess,Slickshot Show-Off,4,main
8,JonahR,Izzet Prowess,Stormchaser's Talent,4,main
9,JonahR,Izzet Prowess,Cori-Steel Cutter,4,main
10,JonahR,Izzet Prowess,Opt,4,main
11,JonahR,Izzet Prowess,Into the Flood Maw,2,main
12,JonahR,Izzet Prowess,Spell Pierce,1,main
13,JonahR,Izzet Prowess,Burst Lightning,4,main
14,JonahR,Izzet Prowess,Monstrous Rage,4,main
15,JonahR,Izzet Prowess,Sleight of Hand,4,main
16,JonahR,Izzet Prowess,Stock Up,3,main
17,JonahR,Izzet Prowess,Drake Hatcher,1,main
18,JonahR,Izzet Prowess,Into the Flood Maw,1,side
19,JonahR,Izzet Prowess,Spell Pierce,2,side
20,JonahR,Izzet Prowess,Torch the Tower,1,side
21,JonahR,Izzet Prowess,Lithomantic Barrage,2,side
22,JonahR,Izzet Prowess,Abrade,1,side
23,JonahR,Izzet Prowess,Pyroclasm,2,side
24,JonahR,Izzet Prowess,Witchstalker Frenzy,1,side
25,JonahR,Izzet Prowess,Sunspine Lynx,2,side
26,JonahR,Izzet Prowess,Ghost Vacuum,1,side
27,JonahR,Izzet Prowess,Drake Hatcher,1,side
28,JonahR,Izzet Prowess,Stock Up,1,side
0,"Haker, Steven",Azorius Omniscience,Omniscience,4,main
1,"Haker, Steven",Azorius Omniscience,Abuelo's Awakening,4,main
2,"Haker, Steven",Azorius Omniscience,Temporary Lockdown,4,main
3,"Haker, Steven",Azorius Omniscience,Ephara's Dispersal,4,main
4,"Haker, Steven",Azorius Omniscience,Moment of Truth,4,main
5,"Haker, Steven",Azorius Omniscience,Founding the Third Path,1,main
6,"Haker, Steven",Azorius Omniscience,Marang River Regent // Coil and Catch,4,main
7,"Haker, Steven",Azorius Omniscience,Stock Up,4,main
8,"Haker, Steven",Azorius Omniscience,Roiling Dragonstorm,4,main
9,"Haker, Steven",Azorius Omniscience,Meticulous Archive,4,main
10,"Haker, Steven",Azorius Omniscience,Floodfarm Verge,4,main
11,"Haker, Steven",Azorius Omniscience,Seachrome Coast,3,main
12,"Haker, Steven",Azorius Omniscience,Island,4,main
13,"Haker, Steven",Azorius Omniscience,Plains,3,main
14,"Haker, Steven",Azorius Omniscience,Mistrise Village,1,main
15,"Haker, Steven",Azorius Omniscience,Adarkar Wastes,2,main
16,"Haker, Steven",Azorius Omniscience,Blast Zone,2,main
17,"Haker, Steven",Azorius Omniscience,Thundertrap Trainer,1,main
18,"Haker, Steven",Azorius Omniscience,Spell Pierce,1,main
19,"Haker, Steven",Azorius Omniscience,Cavern of Souls,1,main
20,"Haker, Steven",Azorius Omniscience,Confounding Riddle,1,main
21,"Haker, Steven",Azorius Omniscience,Voice of Victory,2,side
22,"Haker, Steven",Azorius Omniscience,Ghost Vacuum,1,side
23,"Haker, Steven",Azorius Omniscience,Get Lost,2,side
24,"Haker, Steven",Azorius Omniscience,"Beza, the Bounding Spring",2,side
25,"Haker, Steven",Azorius Omniscience,Overlord of the Mistmoors,2,side
26,"Haker, Steven",Azorius Omniscience,Change the Equation,2,side
27,"Haker, Steven",Azorius Omniscience,Clarion Conqueror,2,side
28,"Haker, Steven",Azorius Omniscience,Riptide Gearhulk,2,side
0,"Eklund, Adam",Azorius Omniscience,Omniscience,4,main
1,"Eklund, Adam",Azorius Omniscience,Abuelo's Awakening,4,main
2,"Eklund, Adam",Azorius Omniscience,Marang River Regent // Coil and Catch,4,main
3,"Eklund, Adam",Azorius Omniscience,Ephara's Dispersal,3,main
4,"Eklund, Adam",Azorius Omniscience,Fallaji Archaeologist,3,main
5,"Eklund, Adam",Azorius Omniscience,Moment of Truth,4,main
6,"Eklund, Adam",Azorius Omniscience,Stock Up,3,main
7,"Eklund, Adam",Azorius Omniscience,Roiling Dragonstorm,4,main
8,"Eklund, Adam",Azorius Omniscience,Temporary Lockdown,4,main
9,"Eklund, Adam",Azorius Omniscience,Spell Pierce,2,main
10,"Eklund, Adam",Azorius Omniscience,Founding the Third Path,1,main
11,"Eklund, Adam",Azorius Omniscience,Floodfarm Verge,4,main
12,"Eklund, Adam",Azorius Omniscience,Meticulous Archive,4,main
13,"Eklund, Adam",Azorius Omniscience,Adarkar Wastes,3,main
14,"Eklund, Adam",Azorius Omniscience,Seachrome Coast,3,main
15,"Eklund, Adam",Azorius Omniscience,Blast Zone,2,main
16,"Eklund, Adam",Azorius Omniscience,Fabled Passage,1,main
17,"Eklund, Adam",Azorius Omniscience,Island,4,main
18,"Eklund, Adam",Azorius Omniscience,Plains,2,main
19,"Eklund, Adam",Azorius Omniscience,Mistrise Village,1,main
20,"Eklund, Adam",Azorius Omniscience,Voice of Victory,2,side
21,"Eklund, Adam",Azorius Omniscience,Overlord of the Mistmoors,1,side
22,"Eklund, Adam",Azorius Omniscience,"Beza, the Bounding Spring",1,side
23,"Eklund, Adam",Azorius Omniscience,Negate,1,side
24,"Eklund, Adam",Azorius Omniscience,Change the Equation,2,side
25,"Eklund, Adam",Azorius Omniscience,Clarion Conqueror,2,side
26,"Eklund, Adam",Azorius Omniscience,Day of Judgment,1,side
27,"Eklund, Adam",Azorius Omniscience,Ghost Vacuum,1,side
28,"Eklund, Adam",Azorius Omniscience,Disenchant,2,side
29,"Eklund, Adam",Azorius Omniscience,Get Lost,1,side
30,"Eklund, Adam",Azorius Omniscience,Stock Up,1,side
0,"Larson, Anders",Boros Monument,Battlefield Forge,4,main
1,"Larson, Anders",Boros Monument,Elegant Parlor,4,main
2,"Larson, Anders",Boros Monument,Fear of Missing Out,4,main
3,"Larson, Anders",Boros Monument,Guardian of New Benalia,4,main
4,"Larson, Anders",Boros Monument,Helping Hand,1,main
5,"Larson, Anders",Boros Monument,Inspiring Vantage,4,main
6,"Larson, Anders",Boros Monument,"Inti, Seneschal of the Sun",2,main
7,"Larson, Anders",Boros Monument,Lightning Helix,2,main
8,"Larson, Anders",Boros Monument,Marauding Mako,2,main
9,"Larson, Anders",Boros Monument,Monument to Endurance,4,main
10,"Larson, Anders",Boros Monument,Mountain,3,main
11,"Larson, Anders",Boros Monument,Phyrexian Dragon Engine,4,main
12,"Larson, Anders",Boros Monument,Recommission,4,main
13,"Larson, Anders",Boros Monument,Scrapwork Mutt,1,main
14,"Larson, Anders",Boros Monument,Sheltered by Ghosts,3,main
15,"Larson, Anders",Boros Monument,Sunbillow Verge,4,main
16,"Larson, Anders",Boros Monument,Tersa Lightshatter,2,main
17,"Larson, Anders",Boros Monument,The Mycosynth Gardens,4,main
18,"Larson, Anders",Boros Monument,Torch the Tower,4,main
19,"Larson, Anders",Boros Monument,"Chandra, Spark Hunter",2,side
20,"Larson, Anders",Boros Monument,Destroy Evil,3,side
21,"Larson, Anders",Boros Monument,Ghost Vacuum,2,side
22,"Larson, Anders",Boros Monument,Loran of the Third Path,3,side
23,"Larson, Anders",Boros Monument,Magebane Lizard,3,side
24,"Larson, Anders",Boros Monument,The Stone Brain,2,side
0,Skeelz,Izzet Prowess,Cori-Steel Cutter,4,main
1,Skeelz,Izzet Prowess,Monastery Swiftspear,4,main
2,Skeelz,Izzet Prowess,Slickshot Show-Off,4,main
3,Skeelz,Izzet Prowess,Burst Lightning,4,main
4,Skeelz,Izzet Prowess,Monstrous Rage,4,main
5,Skeelz,Izzet Prowess,Sleight of Hand,4,main
6,Skeelz,Izzet Prowess,Opt,4,main
7,Skeelz,Izzet Prowess,Stormchaser's Talent,4,main
8,Skeelz,Izzet Prowess,Into the Flood Maw,2,main
9,Skeelz,Izzet Prowess,Stock Up,3,main
10,Skeelz,Izzet Prowess,Spell Pierce,1,main
11,Skeelz,Izzet Prowess,Island,4,main
12,Skeelz,Izzet Prowess,Mountain,4,main
13,Skeelz,Izzet Prowess,Riverpyre Verge,4,main
14,Skeelz,Izzet Prowess,Spirebluff Canal,4,main
15,Skeelz,Izzet Prowess,Shivan Reef,4,main
16,Skeelz,Izzet Prowess,Shore Up,1,main
17,Skeelz,Izzet Prowess,Torch the Tower,1,main
18,Skeelz,Izzet Prowess,Pyroclasm,1,side
19,Skeelz,Izzet Prowess,Ghost Vacuum,2,side
20,Skeelz,Izzet Prowess,Torch the Tower,2,side
21,Skeelz,Izzet Prowess,Sunspine Lynx,2,side
22,Skeelz,Izzet Prowess,"Ral, Crackling Wit",1,side
23,Skeelz,Izzet Prowess,Spell Pierce,1,side
24,Skeelz,Izzet Prowess,Disdainful Stroke,1,side
25,Skeelz,Izzet Prowess,Stock Up,1,side
26,Skeelz,Izzet Prowess,Abrade,1,side
27,Skeelz,Izzet Prowess,Drake Hatcher,2,side
28,Skeelz,Izzet Prowess,Into the Flood Maw,1,side
0,"Henderson, Christopher",Azorius Omniscience,Abuelo's Awakening,4,main
1,"Henderson, Christopher",Azorius Omniscience,Adarkar Wastes,4,main
2,"Henderson, Christopher",Azorius Omniscience,Blast Zone,2,main
3,"Henderson, Christopher",Azorius Omniscience,Cavern of Souls,1,main
4,"Henderson, Christopher",Azorius Omniscience,Ephara's Dispersal,3,main
5,"Henderson, Christopher",Azorius Omniscience,Fallaji Archaeologist,2,main
6,"Henderson, Christopher",Azorius Omniscience,Floodfarm Verge,3,main
7,"Henderson, Christopher",Azorius Omniscience,Founding the Third Path,1,main
8,"Henderson, Christopher",Azorius Omniscience,Island,4,main
9,"Henderson, Christopher",Azorius Omniscience,Marang River Regent // Coil and Catch,4,main
10,"Henderson, Christopher",Azorius Omniscience,Meticulous Archive,4,main
11,"Henderson, Christopher",Azorius Omniscience,Moment of Truth,4,main
12,"Henderson, Christopher",Azorius Omniscience,Omniscience,4,main
13,"Henderson, Christopher",Azorius Omniscience,Plains,2,main
14,"Henderson, Christopher",Azorius Omniscience,Roiling Dragonstorm,4,main
15,"Henderson, Christopher",Azorius Omniscience,Seachrome Coast,4,main
16,"Henderson, Christopher",Azorius Omniscience,Spell Pierce,2,main
17,"Henderson, Christopher",Azorius Omniscience,Stock Up,4,main
18,"Henderson, Christopher",Azorius Omniscience,Temporary Lockdown,4,main
19,"Henderson, Christopher",Azorius Omniscience,Get Lost,1,side
20,"Henderson, Christopher",Azorius Omniscience,Authority of the Consuls,2,side
21,"Henderson, Christopher",Azorius Omniscience,"Beza, the Bounding Spring",2,side
22,"Henderson, Christopher",Azorius Omniscience,Clarion Conqueror,1,side
23,"Henderson, Christopher",Azorius Omniscience,Ephara's Dispersal,1,side
24,"Henderson, Christopher",Azorius Omniscience,Negate,2,side
25,"Henderson, Christopher",Azorius Omniscience,Overlord of the Mistmoors,2,side
26,"Henderson, Christopher",Azorius Omniscience,Soul Partition,2,side
27,"Henderson, Christopher",Azorius Omniscience,Voice of Victory,2,side
0,"Morikis, Vasilios",Izzet Prowess,Monastery Swiftspear,4,main
1,"Morikis, Vasilios",Izzet Prowess,Slickshot Show-Off,3,main
2,"Morikis, Vasilios",Izzet Prowess,Drake Hatcher,2,main
3,"Morikis, Vasilios",Izzet Prowess,Stormchaser's Talent,4,main
4,"Morikis, Vasilios",Izzet Prowess,Cori-Steel Cutter,4,main
5,"Morikis, Vasilios",Izzet Prowess,Monstrous Rage,4,main
6,"Morikis, Vasilios",Izzet Prowess,Burst Lightning,4,main
7,"Morikis, Vasilios",Izzet Prowess,Into the Flood Maw,2,main
8,"Morikis, Vasilios",Izzet Prowess,Spell Pierce,1,main
9,"Morikis, Vasilios",Izzet Prowess,Opt,4,main
10,"Morikis, Vasilios",Izzet Prowess,Sleight of Hand,4,main
11,"Morikis, Vasilios",Izzet Prowess,Stock Up,4,main
12,"Morikis, Vasilios",Izzet Prowess,Mountain,3,main
13,"Morikis, Vasilios",Izzet Prowess,Island,5,main
14,"Morikis, Vasilios",Izzet Prowess,Spirebluff Canal,4,main
15,"Morikis, Vasilios",Izzet Prowess,Riverpyre Verge,4,main
16,"Morikis, Vasilios",Izzet Prowess,Shivan Reef,4,main
17,"Morikis, Vasilios",Izzet Prowess,Drake Hatcher,1,side
18,"Morikis, Vasilios",Izzet Prowess,Sunspine Lynx,2,side
19,"Morikis, Vasilios",Izzet Prowess,"Ral, Crackling Wit",2,side
20,"Morikis, Vasilios",Izzet Prowess,Ghost Vacuum,2,side
21,"Morikis, Vasilios",Izzet Prowess,Spell Pierce,1,side
22,"Morikis, Vasilios",Izzet Prowess,Into the Flood Maw,2,side
23,"Morikis, Vasilios",Izzet Prowess,Lithomantic Barrage,1,side
24,"Morikis, Vasilios",Izzet Prowess,Torch the Tower,2,side
25,"Morikis, Vasilios",Izzet Prowess,Fiery Annihilation,1,side
26,"Morikis, Vasilios",Izzet Prowess,Pyroclasm,1,side
0,"Shih, Jau-En",Zur Overlords,Razorverge Thicket,2,main
1,"Shih, Jau-En",Zur Overlords,Day of Judgment,1,main
2,"Shih, Jau-En",Zur Overlords,"Beza, the Bounding Spring",2,main
3,"Shih, Jau-En",Zur Overlords,Wastewood Verge,1,main
4,"Shih, Jau-En",Zur Overlords,Analyze the Pollen,2,main
5,"Shih, Jau-En",Zur Overlords,Floodfarm Verge,2,main
6,"Shih, Jau-En",Zur Overlords,Hushwood Verge,4,main
7,"Shih, Jau-En",Zur Overlords,Plains,1,main
8,"Shih, Jau-En",Zur Overlords,Leyline Binding,4,main
9,"Shih, Jau-En",Zur Overlords,Lush Portico,4,main
10,"Shih, Jau-En",Zur Overlords,Overlord of the Hauntwoods,4,main
11,"Shih, Jau-En",Zur Overlords,Overlord of the Mistmoors,4,main
12,"Shih, Jau-En",Zur Overlords,Island,1,main
13,"Shih, Jau-En",Zur Overlords,Forest,1,main
14,"Shih, Jau-En",Zur Overlords,Temporary Lockdown,3,main
15,"Shih, Jau-En",Zur Overlords,Elspeth's Smite,1,main
16,"Shih, Jau-En",Zur Overlords,Up the Beanstalk,4,main
17,"Shih, Jau-En",Zur Overlords,Swamp,1,main
18,"Shih, Jau-En",Zur Overlords,Shadowy Backstreet,3,main
19,"Shih, Jau-En",Zur Overlords,"Zur, Eternal Schemer",4,main
20,"Shih, Jau-En",Zur Overlords,Ride's End,4,main
21,"Shih, Jau-En",Zur Overlords,Hedge Maze,3,main
22,"Shih, Jau-En",Zur Overlords,Get Lost,2,main
23,"Shih, Jau-En",Zur Overlords,Cavern of Souls,2,main
24,"Shih, Jau-En",Zur Overlords,Negate,2,side
25,"Shih, Jau-En",Zur Overlords,High Noon,3,side
26,"Shih, Jau-En",Zur Overlords,Kutzil's Flanker,2,side
27,"Shih, Jau-En",Zur Overlords,"Elesh Norn, Mother of Machines",1,side
28,"Shih, Jau-En",Zur Overlords,Elspeth's Smite,1,side
29,"Shih, Jau-En",Zur Overlords,Heritage Reclamation,1,side
30,"Shih, Jau-En",Zur Overlords,"Beza, the Bounding Spring",1,side
31,"Shih, Jau-En",Zur Overlords,"Atraxa, Grand Unifier",1,side
32,"Shih, Jau-En",Zur Overlords,The Stone Brain,2,side
33,"Shih, Jau-En",Zur Overlords,Temporary Lockdown,1,side
0,"Jung, Theodore",Jeskai Oculus,Abhorrent Oculus,4,main
1,"Jung, Theodore",Jeskai Oculus,Battlefield Forge,2,main
2,"Jung, Theodore",Jeskai Oculus,Fear of Missing Out,4,main
3,"Jung, Theodore",Jeskai Oculus,Inspiring Vantage,4,main
4,"Jung, Theodore",Jeskai Oculus,Glacial Dragonhunt,2,main
5,"Jung, Theodore",Jeskai Oculus,Helping Hand,4,main
6,"Jung, Theodore",Jeskai Oculus,Seachrome Coast,4,main
7,"Jung, Theodore",Jeskai Oculus,Spyglass Siren,1,main
8,"Jung, Theodore",Jeskai Oculus,Island,1,main
9,"Jung, Theodore",Jeskai Oculus,Adarkar Wastes,2,main
10,"Jung, Theodore",Jeskai Oculus,Marauding Mako,4,main
11,"Jung, Theodore",Jeskai Oculus,Mountain,1,main
12,"Jung, Theodore",Jeskai Oculus,Proft's Eidetic Memory,4,main
13,"Jung, Theodore",Jeskai Oculus,Shivan Reef,4,main
14,"Jung, Theodore",Jeskai Oculus,Spell Pierce,2,main
15,"Jung, Theodore",Jeskai Oculus,Spirebluff Canal,4,main
16,"Jung, Theodore",Jeskai Oculus,Tersa Lightshatter,3,main
17,"Jung, Theodore",Jeskai Oculus,Torch the Tower,4,main
18,"Jung, Theodore",Jeskai Oculus,Sheltered by Ghosts,1,main
19,"Jung, Theodore",Jeskai Oculus,Steamcore Scholar,4,main
20,"Jung, Theodore",Jeskai Oculus,Into the Flood Maw,1,main
21,"Jung, Theodore",Jeskai Oculus,Ghost Vacuum,2,side
22,"Jung, Theodore",Jeskai Oculus,Destroy Evil,2,side
23,"Jung, Theodore",Jeskai Oculus,Exorcise,1,side
24,"Jung, Theodore",Jeskai Oculus,Disdainful Stroke,1,side
25,"Jung, Theodore",Jeskai Oculus,Loran of the Third Path,1,side
26,"Jung, Theodore",Jeskai Oculus,Abrade,2,side
27,"Jung, Theodore",Jeskai Oculus,Sheltered by Ghosts,2,side
28,"Jung, Theodore",Jeskai Oculus,Negate,1,side
29,"Jung, Theodore",Jeskai Oculus,Winternight Stories,2,side
30,"Jung, Theodore",Jeskai Oculus,"Chandra, Spark Hunter",1,side
0,"Kilayko, Mitch",Azorius Artifacts,Adarkar Wastes,4,main
1,"Kilayko, Mitch",Azorius Artifacts,Braided Net // Braided Quipu,4,main
2,"Kilayko, Mitch",Azorius Artifacts,Candy Trail,4,main
3,"Kilayko, Mitch",Azorius Artifacts,Clay-Fired Bricks // Cosmium Kiln,2,main
4,"Kilayko, Mitch",Azorius Artifacts,Day of Judgment,2,main
5,"Kilayko, Mitch",Azorius Artifacts,Fabled Passage,4,main
6,"Kilayko, Mitch",Azorius Artifacts,Floodfarm Verge,4,main
7,"Kilayko, Mitch",Azorius Artifacts,Fomori Vault,1,main
8,"Kilayko, Mitch",Azorius Artifacts,Island,3,main
9,"Kilayko, Mitch",Azorius Artifacts,Kayla's Reconstruction,1,main
10,"Kilayko, Mitch",Azorius Artifacts,Perilous Snare,4,main
11,"Kilayko, Mitch",Azorius Artifacts,Plains,4,main
12,"Kilayko, Mitch",Azorius Artifacts,Repurposing Bay,2,main
13,"Kilayko, Mitch",Azorius Artifacts,Seachrome Coast,4,main
14,"Kilayko, Mitch",Azorius Artifacts,Simulacrum Synthesizer,4,main
15,"Kilayko, Mitch",Azorius Artifacts,Spring-Loaded Sawblades // Bladewheel Chariot,4,main
16,"Kilayko, Mitch",Azorius Artifacts,The Irencrag,4,main
17,"Kilayko, Mitch",Azorius Artifacts,Thousand Moons Smithy // Barracks of the Thousand,1,main
18,"Kilayko, Mitch",Azorius Artifacts,United Battlefront,4,main
19,"Kilayko, Mitch",Azorius Artifacts,Get Lost,3,side
20,"Kilayko, Mitch",Azorius Artifacts,High Noon,2,side
21,"Kilayko, Mitch",Azorius Artifacts,Negate,1,side
22,"Kilayko, Mitch",Azorius Artifacts,Rest in Peace,2,side
23,"Kilayko, Mitch",Azorius Artifacts,Spell Pierce,1,side
24,"Kilayko, Mitch",Azorius Artifacts,Temporary Lockdown,4,side
25,"Kilayko, Mitch",Azorius Artifacts,Three Steps Ahead,2,side
0,"Barragan, Alfredo",Dimir Midrange,"Kaito, Bane of Nightmares",2,main
1,"Barragan, Alfredo",Dimir Midrange,Spyglass Siren,4,main
2,"Barragan, Alfredo",Dimir Midrange,Deep-Cavern Bat,3,main
3,"Barragan, Alfredo",Dimir Midrange,Preacher of the Schism,3,main
4,"Barragan, Alfredo",Dimir Midrange,Cut Down,4,main
5,"Barragan, Alfredo",Dimir Midrange,Enduring Curiosity,4,main
6,"Barragan, Alfredo",Dimir Midrange,"Sheoldred, the Apocalypse",1,main
7,"Barragan, Alfredo",Dimir Midrange,Gix's Command,1,main
8,"Barragan, Alfredo",Dimir Midrange,Spell Pierce,1,main
9,"Barragan, Alfredo",Dimir Midrange,Anoint with Affliction,2,main
10,"Barragan, Alfredo",Dimir Midrange,Gloomlake Verge,4,main
11,"Barragan, Alfredo",Dimir Midrange,Darkslick Shores,4,main
12,"Barragan, Alfredo",Dimir Midrange,Soulstone Sanctuary,2,main
13,"Barragan, Alfredo",Dimir Midrange,Swamp,5,main
14,"Barragan, Alfredo",Dimir Midrange,Island,3,main
15,"Barragan, Alfredo",Dimir Midrange,Restless Reef,2,main
16,"Barragan, Alfredo",Dimir Midrange,Underground River,4,main
17,"Barragan, Alfredo",Dimir Midrange,Go for the Throat,2,main
18,"Barragan, Alfredo",Dimir Midrange,Floodpits Drowner,4,main
19,"Barragan, Alfredo",Dimir Midrange,Dreams of Steel and Oil,2,main
20,"Barragan, Alfredo",Dimir Midrange,Phantom Interference,1,main
21,"Barragan, Alfredo",Dimir Midrange,Qarsi Revenant,2,main
22,"Barragan, Alfredo",Dimir Midrange,Duress,2,side
23,"Barragan, Alfredo",Dimir Midrange,Ghost Vacuum,2,side
24,"Barragan, Alfredo",Dimir Midrange,"Sheoldred, the Apocalypse",1,side
25,"Barragan, Alfredo",Dimir Midrange,Gix's Command,1,side
26,"Barragan, Alfredo",Dimir Midrange,Disdainful Stroke,2,side
27,"Barragan, Alfredo",Dimir Midrange,Faerie Mastermind,2,side
28,"Barragan, Alfredo",Dimir Midrange,Tishana's Tidebinder,2,side
29,"Barragan, Alfredo",Dimir Midrange,Anoint with Affliction,1,side
30,"Barragan, Alfredo",Dimir Midrange,Scavenger Regent // Exude Toxin // Scavenger Regent,1,side
31,"Barragan, Alfredo",Dimir Midrange,The Filigree Sylex,1,side
0,"Iafrate, Drew",Izzet Prowess,Burst Lightning,4,main
1,"Iafrate, Drew",Izzet Prowess,Cori-Steel Cutter,4,main
2,"Iafrate, Drew",Izzet Prowess,Drake Hatcher,2,main
3,"Iafrate, Drew",Izzet Prowess,Into the Flood Maw,3,main
4,"Iafrate, Drew",Izzet Prowess,Island,5,main
5,"Iafrate, Drew",Izzet Prowess,Monastery Swiftspear,4,main
6,"Iafrate, Drew",Izzet Prowess,Monstrous Rage,4,main
7,"Iafrate, Drew",Izzet Prowess,Mountain,4,main
8,"Iafrate, Drew",Izzet Prowess,Opt,4,main
9,"Iafrate, Drew",Izzet Prowess,Riverpyre Verge,4,main
10,"Iafrate, Drew",Izzet Prowess,Shivan Reef,4,main
11,"Iafrate, Drew",Izzet Prowess,Sleight of Hand,4,main
12,"Iafrate, Drew",Izzet Prowess,Slickshot Show-Off,2,main
13,"Iafrate, Drew",Izzet Prowess,Spirebluff Canal,4,main
14,"Iafrate, Drew",Izzet Prowess,Stock Up,4,main
15,"Iafrate, Drew",Izzet Prowess,Stormchaser's Talent,4,main
16,"Iafrate, Drew",Izzet Prowess,Ghost Vacuum,2,side
17,"Iafrate, Drew",Izzet Prowess,Into the Flood Maw,1,side
18,"Iafrate, Drew",Izzet Prowess,Spell Pierce,2,side
19,"Iafrate, Drew",Izzet Prowess,Torch the Tower,2,side
20,"Iafrate, Drew",Izzet Prowess,Drake Hatcher,1,side
21,"Iafrate, Drew",Izzet Prowess,Pyroclasm,1,side
